8.615831e-01, 3.897145e+00, 1 .
8.125409e-01, 2.578499e+00, 1 .
8.733613e-01, 2.637038e+00, 1 .
1.024301e+00, 4.094617e+00, 1 .
5.878179e-01, 2.771775e+00, 1 .
9.954760e-01, 3.852076e+00, 1 .
6.283874e-01, 4.069391e+00, 1 .
5.813872e-01, 3.730890e+00, 1 .
8.973465e-01, 4.586944e+00, 1 .
9.423385e-01, 3.454155e+00, 1 .
1.006047e+00, 3.788406e+00, 1 .
6.251720e-01, 3.788133e+00, 1 .
7.403484e-01, 3.319895e+00, 1 .
1.138101e+00, 4.425290e+00, 1 .
1.119678e+00, 3.998666e+00, 1 .
7.260994e-01, 3.194425e+00, 1 .
8.177982e-01, 4.079218e+00, 1 .
9.542408e-01, 3.492909e+00, 1 .
1.215303e+00, 3.867569e+00, 1 .
8.141655e-01, 3.171583e+00, 1 .
9.481035e-01, 3.698265e+00, 1 .
5.284979e-01, 2.352288e+00, 1 .
8.043503e-01, 3.281894e+00, 1 .
5.463797e-01, 2.243446e+00, 1 .
6.235813e-01, 3.081244e+00, 1 .
4.900156e-01, 2.587851e+00, 1 .
7.601480e-01, 2.882085e+00, 1 .
5.720346e-01, 2.785923e+00, 1 .
7.246779e-01, 3.531340e+00, 1 .
6.123897e-01, 3.649443e+00, 1 .
8.695593e-01, 3.413586e+00, 1 .
9.351520e-01, 3.165598e+00, 1 .
7.241815e-01, 3.255856e+00, 1 .
6.543695e-01, 3.396400e+00, 1 .
5.791308e-01, 3.077030e+00, 1 .
8.331754e-01, 3.064539e+00, 1 .
5.916198e-01, 2.738666e+00, 1 .
5.636747e-01, 2.492697e+00, 1 .
7.726032e-01, 2.483057e+00, 1 .
8.317539e-01, 3.833446e+00, 1 .
9.907150e-01, 3.091395e+00, 1 .
7.841332e-01, 2.949753e+00, 1 .
1.029773e+00, 3.459387e+00, 1 .
7.175816e-01, 2.719723e+00, 1 .
9.245019e-01, 2.479104e+00, 1 .
6.859135e-01, 3.943407e+00, 1 .
9.481035e-01, 4.088841e+00, 1 .
1.083711e+00, 3.502977e+00, 1 .
8.105327e-01, 3.804933e+00, 1 .
1.106895e+00, 3.579215e+00, 1 .
1.054469e+00, 2.416574e+00, 1 .
7.865927e-01, 3.440150e+00, 1 .
1.151177e+00, 3.367783e+00, 1 .
6.808141e-01, 3.364588e+00, 1 .
8.422009e-01, 3.314984e+00, 1 .
7.354182e-01, 3.164605e+00, 1 .
8.710260e-01, 3.899993e+00, 1 .
8.664681e-01, 2.770609e+00, 1 .
1.100250e+00, 3.295950e+00, 1 .
9.704641e-02, 1.586842e+00, 2 .
7.046639e-02, 1.586714e+00, 2 .
2.750062e-01, 1.973752e+00, 2 .
4.620817e-01, 3.257782e+00, 2 .
9.506532e-01, 1.662589e+00, 2 .
2.821025e-01, 1.414441e+00, 2 .
6.538279e-01, 1.654473e+00, 2 .
1.107403e+00, 2.524746e+00, 2 .
5.506893e-01, 1.667999e+00, 2 .
1.376836e-01, 2.835014e+00, 2 .
2.923464e-01, 1.446601e+00, 2 .
5.964710e-02, 1.575201e+00, 2 .
7.130238e-01, 3.625554e+00, 2 .
3.976173e-01, 3.134987e+00, 2 .
7.443986e-01, 2.576933e+00, 2 .
5.081568e-01, 1.166403e+00, 2 .
3.692547e-01, 7.689462e-01, 2 .
6.194973e-01, 2.441099e+00, 2 .
1.808818e-01, 9.995468e-01, 2 .
4.793768e-01, 1.576216e+00, 2 .
6.544146e-01, 2.116985e+00, 2 .
6.390036e-01, 1.203516e+00, 2 .
6.994517e-01, 2.094572e+00, 2 .
2.157201e-01, 1.338104e+00, 2 .
2.707417e-01, 2.553868e+00, 2 .
4.628263e-01, 9.995468e-01, 2 .
4.398114e-01, 2.023774e+00, 2 .
3.156096e-01, 1.430930e+00, 2 .
1.989666e-01, 7.984633e-01, 2 .
2.755026e-01, 7.675230e-01, 2 .
2.760893e-01, 1.335278e+00, 2 .
2.327670e-01, 1.299242e+00, 2 .
1.005438e-01, 1.223098e+00, 2 .
2.319321e-01, 2.078615e+00, 2 .
5.759606e-01, 1.554851e+00, 2 .
5.641373e-01, 7.280650e-01, 2 .
5.897471e-01, 1.786663e+00, 2 .
-9.472235e-02, 9.808980e-01, 2 .
7.456170e-01, 1.537892e+00, 2 .
1.240958e+00, 1.658080e+00, 2 .
8.908707e-01, 1.554851e+00, 2 .
6.812428e-01, 1.292176e+00, 2 .
2.859947e-01, 1.942676e+00, 2 .
4.527178e-01, 1.642998e+00, 2 .
4.094858e-01, 9.828411e-01, 2 .
5.008913e-01, 1.851231e+00, 2 .
3.895959e-01, 1.752687e+00, 2 .
5.098716e-01, 1.513700e+00, 2 .
3.531668e-01, 2.136652e+00, 2 .
5.622194e-01, 1.476478e+00, 2 .
7.303188e-01, 7.235311e-01, 2 .
8.221530e-01, 5.349641e-01, 2 .
5.977685e-01, 1.868753e+00, 2 .
2.959679e-01, 9.106512e-01, 2 .
3.998285e-01, 4.765948e-01, 2 .
5.179720e-01, 1.327506e+00, 2 .
5.475530e-01, 0, 2 .
3.631964e-01, 9.897522e-01, 2 .
5.164715e-01, 1.757364e+00, 2 .
2.181908e-01, 2.123756e+00, 2 .
3.774002e-01, 1.203516e+00, 2 .
7.503328e-01, 5.239363e-01, 2 .
1.500000e+00, 6.914739e-01, 2 .
3.889641e-01, 1.794780e+00, 2 .
7.688012e-01, 2.540274e+00, 2 .
8.596200e-01, 1.053525e+00, 2 .
7.581060e-01, 1.304365e+00, 2 .
9.369909e-01, 1.760586e+00, 2 .
4.220086e-01, 9.915474e-01, 2 .
6.389585e-01, 1.712185e+00, 2 .
3.222094e-01, 1.273536e+00, 2 .
1.272818e-01, 2.258235e+00, 3 .
9.323315e-02, 2.307815e+00, 3 .
3.838083e-02, 2.268406e+00, 3 .
9.548952e-02, 2.100128e+00, 3 .
-1.367021e-01, 1.821353e+00, 3 .
-8.957783e-02, 1.942676e+00, 3 .
-2.606557e-01, 1.530120e+00, 3 .
-2.325413e-01, 1.921672e+00, 3 .
-1.628534e-01, 3.060492e+00, 3 .
-2.245200e-01, 2.306637e+00, 3 .
-2.907782e-01, 2.382974e+00, 3 .
-1.971953e-01, 2.906599e+00, 3 .
-2.876870e-01, 3.164841e+00, 3 .
-7.061306e-02, 3.230940e+00, 3 .
-3.894492e-02, 1.509595e+00, 3 .
-1.226224e-01, 2.671439e+00, 3 .
-2.326203e-01, 3.555282e+00, 3 .
-1.686636e-01, 2.313913e+00, 3 .
-9.551208e-02, 2.879816e+00, 3 .
1.756583e-01, 2.578001e+00, 3 .
1.820889e-01, 3.147731e+00, 3 .
1.309145e-01, 2.219230e+00, 3 .
2.496672e-02, 2.671717e+00, 3 .
-3.923825e-02, 2.722221e+00, 3 .
-9.659514e-02, 1.933574e+00, 3 .
-1.343216e-01, 2.698382e+00, 3 .
-6.597622e-02, 3.495928e+00, 3 .
-2.409802e-01, 1.838294e+00, 3 .
5.099393e-02, 4.240489e+00, 3 .
-2.157088e-02, 3.097513e+00, 3 .
-2.800153e-02, 1.668082e+00, 3 .
-2.226810e-01, 3.318263e+00, 3 .
-2.164986e-01, 2.294886e+00, 3 .
-1.128071e-01, 2.388130e+00, 3 .
-1.078770e-01, 3.467547e+00, 3 .
-1.857894e-01, 3.413586e+00, 3 .
-8.682506e-02, 3.067727e+00, 3 .
-1.163158e-01, 2.226944e+00, 3 .
-1.446445e-01, 3.258262e+00, 3 .
-1.394661e-01, 3.036242e+00, 3 .
-1.933934e-01, 1.451663e+00, 3 .
-1.742593e-01, 2.164739e+00, 3 .
-1.475665e-01, 3.904573e+00, 3 .
-1.775198e-01, 3.352230e+00, 3 .
-1.264695e-01, 3.004344e+00, 3 .
-9.296239e-02, 2.794327e+00, 3 .
-1.265936e-01, 2.669580e+00, 3 .
-1.917688e-01, 3.961025e+00, 3 .
