1.047160e+00, 1.784686e-01, 1 .
5.571953e-01, 5.137340e-02, 1 .
5.335826e-01, 6.051507e-02, 1 .
1.934278e+00, 1.491359e-01, 1 .
3.564869e-01, 2.803558e-02, 1 .
1.137348e+00, 6.329493e-02, 1 .
4.696314e-01, 3.703636e-02, 1 .
9.848485e-01, 7.340954e-02, 1 .
8.553063e-01, 5.994696e-02, 1 .
2.500000e+00, 1.247839e-01, 1 .
4.834055e-01, 1.830753e-02, 1 .
8.159517e-01, 5.727533e-02, 1 .
7.749574e-01, 9.702588e-02, 1 .
1.283943e-01, 6.470417e-03, 1 .
1.443985e+00, 7.434405e-02, 1 .
1.296406e+00, 1.103669e-01, 1 .
4.447068e-01, 1.872745e-02, 1 .
9.700905e-01, 1.002905e-01, 1 .
3.461564e-01, 2.517993e-02, 1 .
2.877804e-01, 1.225106e-02, 2 .
4.392956e-01, 1.881323e-02, 2 .
3.720648e-01, 4.643306e-03, 2 .
7.283878e-01, 7.755053e-02, 1 .
3.315624e-01, 3.588393e-02, 1 .
6.657484e-01, 8.289553e-02, 1 .
8.339892e-01, 1.699427e-01, 1 .
1.188181e+00, 9.863168e-02, 1 .
3.143447e-01, 1.925465e-02, 1 .
7.169094e-01, 5.505937e-02, 1 .
3.960055e-01, 2.334382e-02, 1 .
7.014955e-01, 8.616943e-02, 1 .
1.396432e+00, 1.107203e-01, 1 .
4.883248e-01, 5.399194e-02, 1 .
9.389348e-01, 8.679474e-02, 1 .
1.119310e+00, 9.265856e-02, 1 .
5.130854e-01, 3.723890e-02, 1 .
7.601994e-01, 3.587802e-02, 1 .
1.090450e-01, 1.712807e-03, 2 .
0, 0, 1 .
8.536665e-01, 3.077370e-02, 1 .
2.692510e-01, 1.120778e-02, 1 .
6.726354e-01, 1.981900e-02, 1 .
7.995540e-01, 1.160735e-01, 1 .
7.815165e-01, 4.851210e-02, 1 .
6.746032e-01, 2.760480e-02, 1 .
6.036009e-01, 5.470940e-02, 1 .
3.123770e-01, 1.645810e-03, 2 .
1.030762e+00, 6.123569e-02, 1 .
4.586449e-01, 1.181828e-02, 2 .
2.317001e-01, 9.004907e-03, 2 .
1.736521e-01, 2.741540e-03, 2 .
4.133871e-01, 5.867031e-03, 2 .
3.122130e-01, 9.373179e-03, 2 .
4.071560e-01, 3.826054e-02, 1 .
3.884625e-01, 1.578625e-02, 1 .
2.512134e-01, 7.623541e-03, 2 .
4.574970e-01, 5.131130e-02, 1 .
8.913813e-01, 6.157584e-02, 1 .
1.287223e-01, 4.423541e-03, 2 .
5.775285e-01, 4.077811e-03, 2 .
4.125672e-01, 1.541954e-02, 2 .
3.620622e-01, 3.267353e-03, 2 .
9.536928e-01, 5.934760e-02, 1 .
4.896366e-01, 9.376059e-03, 2 .
7.880756e-01, 4.383833e-02, 1 .
5.586711e-01, 3.363136e-02, 1 .
6.078644e-01, 7.117995e-03, 2 .
1.864423e-01, 2.688413e-03, 2 .
1.024203e+00, 1.841195e-02, 2 .
1.485636e-01, 3.129300e-03, 2 .
1.779155e-01, 1.129992e-02, 1 .
8.749836e-01, 9.546445e-03, 2 .
1.293126e+00, 1.240031e-01, 1 .
