1.000000 -0.010900 53.799999
2.000000 0.000000 53.599998
3.000000 0.178000 53.500000
4.000000 0.339000 53.500000
5.000000 0.373000 53.400002
6.000000 0.441000 53.099998
7.000000 0.461000 52.700001
8.000000 0.348000 52.400002
9.000000 0.127000 52.200001
10.000000 -0.180000 52.000000
11.000000 -0.588000 52.000000
12.000000 -1.055000 52.400002
13.000000 -1.421000 53.000000
14.000000 -1.520000 54.000000
15.000000 -1.302000 54.900002
16.000000 -0.814000 56.000000
17.000000 -0.475000 56.799999
18.000000 -0.193000 56.799999
19.000000 0.088000 56.400002
20.000000 0.435000 55.700001
21.000000 0.771000 55.000000
22.000000 0.866000 54.299999
23.000000 0.875000 53.200001
24.000000 0.891000 52.299999
25.000000 0.987000 51.599998
26.000000 1.263000 51.200001
27.000000 1.775000 50.799999
28.000000 1.976000 50.500000
29.000000 1.934000 50.000000
30.000000 1.866000 49.200001
31.000000 1.832000 48.400002
32.000000 1.767000 47.900002
33.000000 1.608000 47.599998
34.000000 1.265000 47.500000
35.000000 0.790000 47.500000
36.000000 0.360000 47.599998
37.000000 0.115000 48.099998
38.000000 0.088000 49.000000
39.000000 0.331000 50.000000
40.000000 0.645000 51.099998
41.000000 0.960000 51.799999
42.000000 1.409000 51.900002
43.000000 2.670000 51.700001
44.000000 2.834000 51.200001
45.000000 2.812000 50.000000
46.000000 2.483000 48.299999
47.000000 1.929000 47.000000
48.000000 1.485000 45.799999
49.000000 1.214000 45.599998
50.000000 1.239000 46.000000
51.000000 1.608000 46.900002
52.000000 1.905000 47.799999
53.000000 2.023000 48.200001
54.000000 1.815000 48.299999
55.000000 0.535000 47.900002
56.000000 0.122000 47.200001
57.000000 0.009000 47.200001
58.000000 0.164000 48.099998
59.000000 0.671000 49.400002
60.000000 1.019000 50.599998
61.000000 1.146000 51.500000
62.000000 1.155000 51.599998
63.000000 1.112000 51.200001
64.000000 1.121000 50.500000
65.000000 1.223000 50.099998
66.000000 1.257000 49.799999
67.000000 1.157000 49.599998
68.000000 0.913000 49.400002
69.000000 0.620000 49.299999
70.000000 0.255000 49.200001
71.000000 -0.280000 49.299999
72.000000 -1.080000 49.700001
73.000000 -1.551000 50.299999
74.000000 -1.799000 51.299999
75.000000 -1.825000 52.799999
76.000000 -1.456000 54.400002
77.000000 -0.944000 56.000000
78.000000 -0.570000 56.900002
79.000000 -0.431000 57.500000
80.000000 -0.577000 57.299999
81.000000 -0.960000 56.599998
82.000000 -0.616000 56.000000
83.000000 -0.187500 55.400002
84.000000 -0.189100 55.400002
85.000000 -1.746000 56.400002
86.000000 -1.474000 57.200001
87.000000 -1.201000 58.000000
88.000000 -0.927000 58.400002
89.000000 -0.524000 58.400002
90.000000 0.040000 58.099998
91.000000 0.788000 57.700001
92.000000 0.943000 57.000000
93.000000 0.930000 56.000000
94.000000 1.006000 54.700001
95.000000 1.137000 53.200001
96.000000 1.198000 52.099998
97.000000 1.054000 51.599998
98.000000 0.595000 51.000000
99.000000 -0.080000 50.500000
100.000000 -0.314000 50.400002
101.000000 -0.288000 51.000000
102.000000 -0.153000 51.799999
103.000000 -0.109000 52.400002
104.000000 -0.187000 53.000000
105.000000 -0.255000 53.400002
106.000000 -0.229000 53.599998
107.000000 -0.007000 53.700001
108.000000 0.254000 53.799999
109.000000 0.330000 53.799999
110.000000 0.102000 53.799999
111.000000 -0.423000 53.299999
112.000000 -1.139000 53.000000
113.000000 -2.275000 52.900002
114.000000 -2.594000 53.400002
115.000000 -2.716000 54.599998
116.000000 -2.510000 56.400002
117.000000 -1.790000 58.000000
118.000000 -1.346000 59.400002
119.000000 -1.081000 60.200001
120.000000 -0.910000 60.000000
121.000000 -0.876000 59.400002
122.000000 -0.885000 58.400002
123.000000 -0.800000 57.599998
124.000000 -0.544000 56.900002
125.000000 -0.416000 56.400002
126.000000 -0.271000 56.000000
127.000000 0.000000 55.700001
128.000000 0.403000 55.299999
129.000000 0.841000 55.000000
130.000000 1.285000 54.400002
131.000000 1.607000 53.700001
132.000000 1.746000 52.799999
133.000000 1.683000 51.599998
134.000000 1.485000 50.599998
135.000000 0.993000 49.400002
136.000000 0.464800 48.799999
137.000000 0.577000 48.500000
138.000000 0.577000 48.700001
139.000000 0.632000 49.200001
140.000000 0.747000 49.799999
141.000000 0.900000 50.400002
142.000000 0.993000 50.700001
143.000000 0.968000 50.900002
144.000000 0.790000 50.700001
145.000000 0.399000 50.500000
146.000000 -0.161000 50.400002
147.000000 -0.553000 50.200001
148.000000 -0.603000 50.400002
149.000000 -0.424000 51.200001
150.000000 -0.194000 52.299999
151.000000 -0.049000 53.200001
152.000000 0.060000 53.900002
153.000000 0.161000 54.099998
154.000000 0.301000 54.000000
155.000000 0.517000 53.599998
156.000000 0.566000 53.200001
157.000000 0.560000 53.000000
158.000000 0.573000 52.799999
159.000000 0.592000 52.299999
160.000000 0.671000 51.900002
161.000000 0.933000 51.599998
162.000000 1.337000 51.599998
163.000000 1.460000 51.400002
164.000000 1.353000 51.200001
165.000000 0.772000 50.700001
166.000000 0.218000 50.000000
167.000000 -0.237000 49.400002
168.000000 -0.714000 49.299999
169.000000 -1.099000 49.700001
170.000000 -1.269000 50.599998
171.000000 -1.175000 51.799999
172.000000 -0.676000 53.000000
173.000000 0.033000 54.000000
174.000000 0.556000 55.299999
175.000000 0.643000 55.900002
176.000000 0.484000 55.900002
177.000000 0.109000 54.599998
178.000000 -0.310000 53.500000
179.000000 -0.697000 52.400002
180.000000 -0.104700 52.099998
181.000000 -1.218000 52.299999
182.000000 -1.183000 53.000000
183.000000 -0.873000 53.799999
184.000000 -0.336000 54.599998
185.000000 0.063000 55.400002
186.000000 0.084000 55.900002
187.000000 0.000000 55.900002
188.000000 0.001000 55.200001
189.000000 0.209000 55.400002
190.000000 0.556000 53.700001
191.000000 0.782000 53.599998
192.000000 0.858000 53.599998
193.000000 0.918000 53.200001
194.000000 0.862000 52.500000
195.000000 0.416000 52.000000
196.000000 -0.336000 51.400002
197.000000 -0.959000 51.000000
198.000000 -1.813000 50.900002
199.000000 -2.378000 52.400002
200.000000 -2.499000 53.500000
201.000000 -2.473000 55.599998
202.000000 -2.330000 58.000000
203.000000 -2.053000 59.500000
204.000000 -1.739000 60.000000
205.000000 -1.261000 60.400002
206.000000 -0.569000 60.500000
207.000000 -0.137000 60.200001
208.000000 -0.024000 59.700001
209.000000 -0.050000 59.000000
210.000000 -0.135000 57.599998
211.000000 -0.276000 56.400002
212.000000 -0.534000 55.200001
213.000000 -0.871000 54.500000
214.000000 -1.243000 54.099998
215.000000 -1.439000 54.200001
216.000000 -1.422000 54.400002
217.000000 -1.175000 55.500000
218.000000 -0.813000 56.200001
219.000000 -0.634000 57.000000
220.000000 -0.582000 57.299999
