6.600877e-01, -5.675903e-01, 1 .
4.613925e-01, -5.305952e-01, 1 .
5.678657e-01, -6.293736e-01, 1 .
9.918325e-01, -7.609518e-01, 1 .
3.558215e-01, -4.108718e-01, 1 .
8.367340e-01, -7.397043e-01, 1 .
7.528747e-01, -5.908708e-01, 1 .
6.864442e-01, -5.915991e-01, 1 .
6.968709e-01, -5.520188e-01, 1 .
6.838720e-01, -5.699513e-01, 1 .
6.421409e-01, -5.778108e-01, 1 .
6.414493e-01, -6.268862e-01, 1 .
6.632178e-01, -6.643598e-01, 1 .
6.417736e-01, -6.391427e-01, 1 .
7.576700e-01, -6.527053e-01, 1 .
6.350075e-01, -6.266365e-01, 1 .
9.274643e-01, -8.786920e-01, 1 .
5.134795e-01, -4.859664e-01, 1 .
5.161801e-01, -4.775532e-01, 1 .
3.392584e-01, -3.938181e-01, 1 .
4.740140e-01, -5.379040e-01, 1 .
3.673996e-01, -4.769738e-01, 1 .
6.088680e-01, -6.012944e-01, 1 .
5.522097e-01, -5.542775e-01, 1 .
4.252236e-01, -5.046016e-01, 1 .
5.816547e-01, -4.798871e-01, 1 .
6.143416e-01, -6.660918e-01, 1 .
7.684754e-01, -7.417884e-01, 1 .
4.069441e-01, -5.018133e-01, 1 .
5.632685e-01, -5.944627e-01, 1 .
4.902261e-01, -5.223821e-01, 1 .
4.044167e-01, -4.615287e-01, 1 .
4.272692e-01, -5.153999e-01, 1 .
3.517325e-01, -5.072380e-01, 1 .
5.879367e-01, -4.567074e-01, 1 .
5.331285e-01, -4.955609e-01, 1 .
5.363190e-01, -5.168069e-01, 1 .
6.808156e-01, -6.310319e-01, 1 .
4.273440e-01, -3.849278e-01, 1 .
4.800739e-01, -4.970672e-01, 1 .
7.148464e-01, -5.296909e-01, 1 .
6.482545e-01, -5.791937e-01, 1 .
6.606060e-01, -5.738698e-01, 1 .
6.528949e-01, -5.510392e-01, 1 .
5.691709e-01, -6.200560e-01, 1 .
5.957755e-01, -6.315330e-01, 1 .
7.230682e-01, -6.838994e-01, 1 .
7.016893e-01, -6.496656e-01, 1 .
6.515703e-01, -5.489295e-01, 1 .
6.419587e-01, -5.576693e-01, 1 .
6.971121e-01, -5.273810e-01, 1 .
6.126765e-01, -6.586326e-01, 1 .
7.819054e-01, -7.103956e-01, 1 .
5.949737e-02, -1.105669e-01, 2 .
8.630873e-02, -2.224805e-01, 2 .
2.755339e-01, -2.784885e-01, 2 .
6.138363e-02, -3.417812e-01, 2 .
-1.456024e-01, -1.761949e-01, 2 .
1.719895e-01, -3.863242e-01, 2 .
2.649092e-01, -3.794639e-01, 2 .
1.439433e-01, -2.578444e-01, 2 .
3.333975e-01, -2.695968e-01, 2 .
5.395812e-02, -2.560748e-01, 2 .
2.792576e-01, -2.828569e-01, 2 .
1.513109e-01, -3.128984e-01, 2 .
2.945679e-01, -2.274147e-01, 2 .
2.609467e-01, -5.211271e-01, 2 .
2.142223e-01, -4.067065e-01, 2 .
-6.097977e-02, -1.832418e-01, 2 .
1.568344e-01, -2.189262e-01, 2 .
4.907671e-02, -1.825481e-01, 2 .
1.940549e-01, -3.276137e-01, 2 .
5.213026e-02, -2.990995e-01, 2 .
-1.861743e-01, -2.025316e-01, 2 .
2.132126e-01, -3.865048e-01, 2 .
-3.445638e-02, -2.563366e-01, 2 .
3.541408e-01, -2.163787e-01, 2 .
1.423799e-01, -2.835627e-01, 2 .
2.941960e-02, -2.301173e-01, 2 .
-6.954013e-02, -2.197945e-01, 2 .
-1.185468e-01, -2.352501e-01, 2 .
7.709408e-02, -2.857717e-01, 2 .
1.407697e-02, -1.944028e-01, 2 .
5.624131e-02, -1.573325e-01, 2 .
1.762005e-01, -1.955329e-01, 2 .
-6.517261e-02, -2.057564e-01, 2 .
-9.085238e-02, -2.264261e-01, 2 .
2.043863e-01, -4.386079e-01, 2 .
8.737423e-02, -1.923172e-01, 2 .
-1.648094e-02, -2.813431e-01, 2 .
-1.271599e-01, -3.251849e-01, 2 .
5.726278e-02, -3.471036e-01, 2 .
1.301352e-01, -2.088788e-01, 2 .
1.641949e-01, -2.437702e-01, 2 .
-9.092778e-04, -1.859896e-01, 2 .
1.784272e-01, -3.071802e-01, 2 .
1.021988e-01, -1.714233e-01, 2 .
1.223268e-01, -2.610090e-01, 2 .
2.208373e-01, -2.246820e-01, 2 .
8.300756e-02, -4.155185e-01, 2 .
1.172194e-01, -3.375708e-01, 2 .
7.279942e-02, -2.203483e-01, 2 .
1.601550e-02, -2.956024e-01, 2 .
-6.960590e-02, -2.317951e-01, 2 .
-4.275438e-01, -2.390437e-01, 2 .
1.886352e-02, -2.103008e-01, 2 .
4.293266e-03, -2.084936e-01, 2 .
2.634837e-01, -1.295151e-01, 2 .
4.670190e-02, -2.391279e-01, 2 .
1.548656e-01, -5.666904e-01, 2 .
6.918975e-02, -2.198457e-01, 2 .
2.568541e-01, -2.800475e-01, 2 .
1.019932e-01, -3.201319e-01, 2 .
8.117383e-02, -2.793342e-01, 2 .
2.387168e-01, -3.228044e-01, 2 .
4.123892e-02, -2.674690e-01, 2 .
1.708958e-01, -2.564375e-01, 2 .
3.728105e-01, -2.215265e-01, 3 .
4.033695e-01, -1.826986e-01, 3 .
4.501770e-01, -1.796845e-01, 3 .
3.713246e-01, -2.055532e-01, 3 .
3.955494e-01, -1.579841e-01, 3 .
5.019626e-01, -1.824714e-01, 3 .
3.180438e-01, -1.713450e-01, 3 .
3.023822e-01, -1.119483e-01, 3 .
3.380509e-01, -1.386958e-01, 3 .
3.885880e-01, -1.317136e-01, 3 .
5.804784e-01, -1.959076e-01, 3 .
3.782429e-01, -1.052926e-01, 3 .
3.961028e-01, -1.455275e-01, 3 .
5.928465e-01, -2.521910e-01, 3 .
5.443853e-01, -2.190135e-01, 3 .
5.376452e-01, -4.885877e-02, 3 .
6.132245e-01, -1.564522e-01, 3 .
7.101356e-01, -1.769714e-01, 3 .
6.765721e-01, -2.077638e-01, 3 .
6.717439e-01, -2.089194e-01, 3 .
7.097622e-01, -1.796349e-01, 3 .
5.215573e-01, -1.515812e-01, 3 .
7.927348e-01, -1.932712e-01, 3 .
5.620228e-01, -1.544177e-01, 3 .
6.746368e-01, -1.900058e-01, 3 .
7.349696e-01, -1.237277e-01, 3 .
5.896580e-01, -2.400098e-01, 3 .
1.035175e+00, -2.385546e-01, 3 .
8.544240e-01, -2.021374e-01, 3 .
3.685211e-01, -1.315631e-01, 3 .
7.466922e-01, -1.560504e-01, 3 .
5.474329e-01, -1.000184e-01, 3 .
